file_name,file_path,function_name,loop_index,loop_type,start_line,end_line,has_bounds,initialization,condition,increment,estimated_iterations
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,ParseExpression,1,while_loop,1246,1297,True,,Pos < LastPos,,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,ParseExpression,2,while_loop,1328,1339,True,,Pos < LastPos,,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,ProcessTokens,1,while_loop,1836,1885,True,,( Pos > 0 ) && ( ParenthWhileCounter < 50 ),,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,ProcessTokens,2,for_loop,1839,1874,True,TokenNum = 1,TokenNum <= NumTokens,++TokenNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,ProcessTokens,3,for_loop,1878,1883,True,TokenNum = 1,TokenNum <= NumTokens,++TokenNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,ProcessTokens,4,for_loop,1897,2019,True,OperatorNum = 1,OperatorNum <= NumPossibleOperators,++OperatorNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,ProcessTokens,5,for_loop,1901,1906,True,TokenNum = 1,TokenNum <= NumTokens,++TokenNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,ProcessTokens,6,while_loop,1908,2017,True,,Pos > 0,,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,ProcessTokens,7,for_loop,2010,2015,True,TokenNum = 1,TokenNum <= NumTokens,++TokenNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,EvaluateExpression,1,while_loop,2348,2355,True,,true,,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,EvaluateExpression,2,for_loop,2367,2373,True,loop = 1,loop <= SeedN,++loop,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,EvaluateExpression,3,for_loop,2505,2511,True,loop = 2,loop <= thisIndex,++loop,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,EvaluateExpression,4,for_loop,2536,2542,True,loop = 2,loop <= thisIndex,++loop,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,1,for_loop,2820,2854,True,ErlVarLoop = 1,ErlVarLoop <= NumAlphas,++ErlVarLoop,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,2,for_loop,2862,2903,True,loop = 1,loop <= NumEMSCurveIndices,++loop,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,3,for_loop,2911,2955,True,loop = 1,loop <= NumEMSConstructionIndices,++loop,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,4,for_loop,2965,2980,True,StackNum = 1,StackNum <= NumErlPrograms,++StackNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,5,for_loop,2985,3000,True,StackNum = NumErlPrograms + 1,StackNum <= NumErlStacks,++StackNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,6,for_loop,3007,3059,True,TrendNum = 1,TrendNum <= NumErlTrendVariables,++TrendNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,7,for_loop,3044,3051,True,loop = 1,loop <= NumTrendSteps,++loop,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,8,for_loop,3067,3077,True,StackNum = 1,StackNum <= NumErlStacks,++StackNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,9,for_loop,3072,3074,True,ErrorNum = 1,ErrorNum <= ErlStack( StackNum ).NumErrors,++ErrorNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,10,for_loop,3089,3220,True,RuntimeReportVarNum = 1,RuntimeReportVarNum <= NumEMSOutputVariables,++RuntimeReportVarNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,11,for_loop,3148,3153,True,StackNum = 1,StackNum <= NumErlStacks,++StackNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,12,for_loop,3225,3478,True,loop = 1,loop <= NumEMSMeteredOutputVariables,++loop,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,GetRuntimeLanguageUserInput,13,for_loop,3286,3291,True,StackNum = 1,StackNum <= NumErlStacks,++StackNum,unknown
RuntimeLanguageProcessor.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RuntimeLanguageProcessor.cc,FindEMSVariable,1,for_loop,3767,3775,True,TrendVarNum = 1,TrendVarNum <= NumErlTrendVariables,++TrendVarNum,unknown
UtilityRoutines.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/UtilityRoutines.cc,SummarizeErrors,1,while_loop,2053,2059,True,,EndC != std::string::npos,,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,1,for_loop,337,444,True,ZoneInletNodeNum = 1,ZoneInletNodeNum <= ZoneEquipConfig( CtrlZoneNum ).NumInletNodes,++ZoneInletNodeNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,2,for_loop,339,443,True,CompNum = 1,CompNum <= ZoneEquipList( ListNum ).NumOfEquipTypes,++CompNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,3,for_loop,340,442,True,NodeCount = 1,NodeCount <= ZoneEquipList( ListNum ).EquipData( CompNum ).NumOutlets,++NodeCount,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,4,for_loop,344,364,True,SAPNum = 1,SAPNum <= NumSupplyAirPaths,++SAPNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,5,for_loop,345,363,True,SAPOutNode = 1,SAPOutNode <= SupplyAirPath( SAPNum ).NumOutletNodes,++SAPOutNode,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,6,for_loop,348,361,True,OutNum = 1,OutNum <= AirToZoneNodeInfo( AirLoopNum ).NumSupplyNodes,++OutNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,7,for_loop,352,356,True,MainBranchNum = 1,MainBranchNum <= PrimaryAirSystem( AirLoopNum ).NumBranches,++MainBranchNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,8,for_loop,367,384,True,NodeIndex = 1,NodeIndex <= AirToZoneNodeInfo( AirLoopNum ).NumSupplyNodes,++NodeIndex,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,9,for_loop,369,382,True,BranchNum = 1,BranchNum <= PrimaryAirSystem( AirLoopNum ).NumBranches,++BranchNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,10,for_loop,373,377,True,MainBranchNum = 1,MainBranchNum <= PrimaryAirSystem( AirLoopNum ).NumBranches,++MainBranchNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,11,for_loop,390,415,True,SAPNum = 1,SAPNum <= NumSupplyAirPaths,++SAPNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,12,for_loop,391,408,True,NodeIndex = 1,NodeIndex <= AirToZoneNodeInfo( AirLoopNum ).NumSupplyNodes,++NodeIndex,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,13,for_loop,393,406,True,BranchNum = 1,BranchNum <= PrimaryAirSystem( AirLoopNum ).NumBranches,++BranchNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,14,for_loop,397,401,True,MainBranchNum = 1,MainBranchNum <= PrimaryAirSystem( AirLoopNum ).NumBranches,++MainBranchNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,15,for_loop,410,414,True,SAPOutNode = 1,SAPOutNode <= SupplyAirPath( SAPNum ).NumOutletNodes,++SAPOutNode,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,16,for_loop,418,435,True,NodeIndex = 1,NodeIndex <= AirToZoneNodeInfo( AirLoopNum ).NumSupplyNodes,++NodeIndex,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,17,for_loop,420,433,True,BranchNum = 1,BranchNum <= PrimaryAirSystem( AirLoopNum ).NumBranches,++BranchNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,18,for_loop,424,428,True,MainBranchNum = 1,MainBranchNum <= PrimaryAirSystem( AirLoopNum ).NumBranches,++MainBranchNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,19,for_loop,447,837,True,CtrlZoneNum = 1,CtrlZoneNum <= NumOfZones,++CtrlZoneNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,20,for_loop,452,836,True,ZoneInletNodeNum = 1,ZoneInletNodeNum <= ZoneEquipConfig( CtrlZoneNum ).NumInletNodes,++ZoneInletNodeNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,21,for_loop,467,478,True,VarNum = 1,VarNum <= ZoneEquipList( ListNum ).EquipData( AirDistUnitNum ).NumMeteredVars,++VarNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,22,for_loop,479,506,True,SubEquipNum = 1,SubEquipNum <= ZoneEquipList( ListNum ).EquipData( AirDistUnitNum ).NumSubEquip,++SubEquipNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,23,for_loop,480,491,True,VarNum = 1,VarNum <= ZoneEquipList( ListNum ).EquipData( AirDistUnitNum ).SubEquipData( SubEquipNum ).NumMeteredVars,++VarNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,24,for_loop,492,505,True,SubSubEquipNum = 1,SubSubEquipNum <= ZoneEquipList( ListNum ).EquipData( AirDistUnitNum ).SubEquipData( SubEquipNum ).NumSubSubEquip,++SubSubEquipNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,25,for_loop,493,504,True,VarNum = 1,VarNum <= ZoneEquipList( ListNum ).EquipData( AirDistUnitNum ).SubEquipData( SubEquipNum ).SubSubEquipData( SubSubEquipNum ).NumMeteredVars,++VarNum,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,26,for_loop,543,567,True,int i = 1;,i <= EquipNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,27,for_loop,546,552,True,int j = 1;,j <= ArrayCount,++j,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,28,for_loop,568,578,True,int i = ArrayCount + 1;,i <= EquipNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,29,for_loop,583,608,True,int i = 1;,i <= SubEquipNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,30,for_loop,586,592,True,int j = 1;,j <= ArrayCount,++j,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,31,for_loop,609,620,True,int i = ArrayCount + 1;,i <= SubEquipNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,32,for_loop,625,651,True,int i = 1;,i <= SubSubEquipNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,33,for_loop,628,634,True,int j = 1;,j <= ArrayCount,++j,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,34,for_loop,652,664,True,int i = ArrayCount + 1;,i <= SubSubEquipNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,35,for_loop,669,694,True,int i = 1;,i <= CompNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,36,for_loop,672,678,True,int j = 1;,j <= ArrayCount,++j,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,37,for_loop,695,706,True,int i = ArrayCount + 1;,i <= CompNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,38,for_loop,711,737,True,int i = 1;,i <= SubCompNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,39,for_loop,714,720,True,int j = 1;,j <= ArrayCount,++j,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,40,for_loop,738,750,True,int i = ArrayCount + 1;,i <= SubCompNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,41,for_loop,755,782,True,int i = 1;,i <= SubCompNum,++i,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,42,for_loop,758,764,True,int j = 1;,j <= ArrayCount,++j,unknown
SystemReports.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SystemReports.cc,InitEnergyReports,43,for_loop,783,796,True,int i = ArrayCount + 1;,i <= SubCompNum,++i,unknown
